depth         color
6073204  6098414
6073204  6098414
6073204  6098414
6073204  6098414
6073204  6098414
6073204  6098414
6106573  6131752
6106573  6131752
6106573  6131752
6106573  6131752
6106573  6131752
6139942  6165090
6139942  6165090
6139942  6165090
6139942  6165090
6173312  6198428
6173312  6198428
6173312  6198428
6173312  6198428
6173312  6198428
6206681  6231766
6206681  6231766
6206681  6231766
6206681  6231766
6206681  6231766
6240050  6265105
6240050  6265105
6240050  6265105
6240050  6265105
6240050  6265105
6273419  6298443
6273419  6298443
6273419  6298443
6273419  6298443
6306789  6331781
6306789  6331781
6306789  6331781
6306789  6331781
6306789  6331781
6306789  6331781
6340158  6365119
6340158  6365119
6340158  6365119
6340158  6365119
6340158  6365119
6340158  6365119
6373527  6398457
6373527  6398457
6373527  6398457
6373527  6398457
6373527  6398457
6373527  6398457
6406896  6431795
6406896  6431795
6406896  6431795
6406896  6431795
6406896  6431795
6406896  6431795
6440266  6465133
6440266  6465133
6440266  6465133
6440266  6465133
6440266  6465133
6473635  6498471
6473635  6498471
6473635  6498471
6473635  6498471
6473635  6498471
6507004  6531810
6507004  6531810
6507004  6531810
6507004  6531810
6507004  6531810
6507004  6531810
6507004  6531810
6540373  6565148
6540373  6565148
6540373  6565148
6540373  6565148
6540373  6565148
6573743  6598486
6573743  6598486
6573743  6598486
6573743  6598486
6573743  6598486
6607112  6631824
6607112  6631824
6607112  6631824
6607112  6631824
6640481  6665162
6640481  6665162
6640481  6665162
6640481  6665162
6640481  6665162
6673850  6698500
6673850  6698500
6673850  6698500
6673850  6698500
6673850  6698500
6673850  6698500
6707220  6731838
6707220  6731838
6707220  6731838
6707220  6731838
6740589  6765176
6740589  6765176
6740589  6765176
6740589  6765176
6740589  6765176
6773958  6798515
6773958  6798515
6773958  6798515
6773958  6798515
6773958  6798515
6807327  6831853
6807327  6831853
6807327  6831853
6807327  6831853
6807327  6831853
6807327  6831853
6807327  6831853
6840697  6865191
6840697  6865191
6840697  6865191
6874066  6898529
6874066  6898529
6874066  6898529
6874066  6898529
6874066  6898529
6907435  6931867
6907435  6931867
6907435  6931867
6907435  6931867
6907435  6931867
6940804  6965205
6940804  6965205
6940804  6965205
6940804  6965205
6940804  6965205
6940804  6965205
6974174  6998543
6974174  6998543
6974174  6998543
6974174  6998543
6974174  6998543
6974174  6998543
7007543  7031881
7007543  7031881
7007543  7031881
7007543  7031881
7007543  7031881
7007543  7031881
7007543  7031881
7040912  7065220
7040912  7065220
7040912  7065220
7040912  7065220
7074281  7098558
7074281  7098558
7074281  7098558
7074281  7098558
7074281  7098558
7074281  7098558
7107651  7131896
7107651  7131896
7107651  7131896
7107651  7131896
7141020  7165234
7141020  7165234
7141020  7165234
7141020  7165234
7141020  7165234
7174389  7198572
7174389  7198572
7174389  7198572
7174389  7198572
7174389  7198572
7207758  7231910
7207758  7231910
7207758  7231910
7207758  7231910
7207758  7231910
7241128  7265248
7241128  7265248
7241128  7265248
7241128  7265248
7241128  7265248
7274497  7298586
7274497  7298586
7274497  7298586
7274497  7298586
7274497  7298586
7307866  7331925
7307866  7331925
7307866  7331925
7307866  7331925
7307866  7331925
7341235  7365263
7341235  7365263
7341235  7365263
7341235  7365263
7374605  7398601
7374605  7398601
7374605  7398601
7374605  7398601
7407974  7431939
7407974  7431939
7407974  7431939
7407974  7431939
7407974  7431939
7407974  7431939
7441343  7465277
7441343  7465277
7441343  7465277
7441343  7465277
7441343  7465277
7474712  7498615
7474712  7498615
7474712  7498615
7508082  7531953
7508082  7531953
7508082  7531953
7508082  7531953
7508082  7531953
7541451  7565291
7541451  7565291
7541451  7565291
7541451  7565291
7574820  7598630
7574820  7598630
7574820  7598630
7574820  7598630
7608189  7631968
7608189  7631968
7608189  7631968
7608189  7631968
7608189  7631968
7641559  7665306
7641559  7665306
7641559  7665306
7641559  7665306
7641559  7665306
7674928  7698644
7674928  7698644
7674928  7698644
7674928  7698644
7708297  7731982
7708297  7731982
7708297  7731982
7708297  7731982
7708297  7731982
7741666  7765320
7741666  7765320
7741666  7765320
7775036  7798658
7775036  7798658
7775036  7798658
7775036  7798658
7775036  7798658
7808405  7831996
7808405  7831996
7808405  7831996
7808405  7831996
7841774  7865335
7841774  7865335
7841774  7865335
7841774  7865335
7875143  7898673
7875143  7898673
7875143  7898673
7875143  7898673
7875143  7898673
7908513  7932011
7908513  7932011
7908513  7932011
7908513  7932011
7908513  7932011
7941882  7965349
7941882  7965349
7941882  7965349
7941882  7965349
7941882  7965349
7975251  7998687
7975251  7998687
7975251  7998687
7975251  7998687
8008620  8032025
8008620  8032025
8008620  8032025
8008620  8032025
8041990  8065363
8041990  8065363
8041990  8065363
8041990  8065363
8041990  8065363
8041990  8065363
8075359  8098701
8075359  8098701
8075359  8098701
8108728  8132040
8108728  8132040
8108728  8132040
8108728  8132040
8108728  8132040
8142097  8165378
8142097  8165378
8142097  8165378
8142097  8165378
8175467  8198716
8175467  8198716
8175467  8198716
8175467  8198716
8175467  8198716
8208836  8232054
8208836  8232054
8208836  8232054
8208836  8232054
8208836  8232054
8242205  8265392
8242205  8265392
8242205  8265392
8242205  8265392
8275574  8298730
8275574  8298730
8275574  8298730
8275574  8298730
8275574  8298730
8308944  8332068
8308944  8332068
8308944  8332068
8308944  8332068
8308944  8332068
8308944  8332068
8342313  8365406
8342313  8365406
8342313  8365406
8342313  8365406
8375682  8398745
8375682  8398745
8375682  8398745
8375682  8398745
8375682  8398745
8409051  8432083
8409051  8432083
8409051  8432083
8409051  8432083
8442421  8465421
8442421  8465421
8442421  8465421
8442421  8465421
8442421  8465421
8475790  8498759
8475790  8498759
8475790  8498759
8475790  8498759
8475790  8498759
8509159  8532097
8509159  8532097
8509159  8532097
8542528  8565435
8542528  8565435
8542528  8565435
8542528  8565435
8542528  8565435
8575898  8598773
8575898  8598773
8575898  8598773
8575898  8598773
8575898  8598773
8609267  8632111
8609267  8632111
8609267  8632111
8609267  8632111
8642636  8665450
8642636  8665450
8642636  8665450
8642636  8665450
8676005  8698788
8676005  8698788
8676005  8698788
8676005  8698788
8676005  8698788
8709375  8732126
8709375  8732126
8709375  8732126
8709375  8732126
8742744  8765464
8742744  8765464
8742744  8765464
8742744  8765464
8742744  8765464
8776113  8798802
8776113  8798802
8776113  8798802
8776113  8798802
8776113  8798802
8809482  8832140
8809482  8832140
8809482  8832140
8809482  8832140
8842852  8865478
8842852  8865478
8842852  8865478
8842852  8865478
8842852  8865478
8876221  8898816
8876221  8898816
8876221  8898816
8876221  8898816
8909590  8932155
8909590  8932155
8909590  8932155
8909590  8932155
8909590  8932155
8942959  8965493
8942959  8965493
8942959  8965493
8976329  8998831
8976329  8998831
8976329  8998831
8976329  8998831
8976329  8998831
9009698  9032169
9009698  9032169
9009698  9032169
9009698  9032169
9009698  9032169
9043067  9065507
9043067  9065507
9043067  9065507
9043067  9065507
9043067  9065507
9076436  9098845
9076436  9098845
9076436  9098845
9109806  9132183
9109806  9132183
9109806  9132183
9143175  9165521
9143175  9165521
9143175  9165521
9176544  9198860
9176544  9198860
9176544  9198860
9176544  9198860
9176544  9198860
9209913  9232198
9209913  9232198
9209913  9232198
9209913  9232198
9209913  9232198
9243283  9265536
9243283  9265536
9243283  9265536
9243283  9265536
9243283  9265536
9243283  9265536
9243283  9265536
9276652  9298874
9276652  9298874
9276652  9298874
9310021  9332212
9310021  9332212
9310021  9332212
9310021  9332212
9310021  9332212
9343390  9365550
9343390  9365550
9343390  9365550
9343390  9365550
9343390  9365550
9343390  9365550
9376760  9398888
9376760  9398888
9376760  9398888
9376760  9398888
9376760  9398888
9376760  9398888
9376760  9398888
9410129  9432226
9410129  9432226
9410129  9432226
9410129  9432226
9410129  9432226
9443498  9465565
9443498  9465565
9443498  9465565
9443498  9465565
9476867  9498903
9476867  9498903
9476867  9498903
9476867  9498903
9476867  9498903
9510237  9532241
9510237  9532241
9510237  9532241
9510237  9532241
9510237  9532241
9543606  9565579
9543606  9565579
9543606  9565579
9543606  9565579
9543606  9565579
9576975  9598917
9576975  9598917
9576975  9598917
9576975  9598917
9576975  9598917
9610344  9632255
9610344  9632255
9610344  9632255
9610344  9632255
9610344  9632255
9610344  9632255
9643714  9665593
9643714  9665593
9643714  9665593
9643714  9665593
9643714  9665593
9677083  9698931
9677083  9698931
9677083  9698931
9710452  9732270
9710452  9732270
9710452  9732270
9710452  9732270
9710452  9732270
9743821  9765608
9743821  9765608
9743821  9765608
9743821  9765608
9743821  9765608
9777191  9798946
9777191  9798946
9777191  9798946
9777191  9798946
9810560  9832284
9810560  9832284
9810560  9832284
9810560  9832284
9810560  9832284
9810560  9832284
9843929  9865622
9843929  9865622
9843929  9865622
9877298  9898960
9877298  9898960
9877298  9898960
9877298  9898960
9877298  9898960
9877298  9898960
9910668  9932298
9910668  9932298
9910668  9932298
9910668  9932298
9944037  9965636
9944037  9965636
9944037  9965636
9944037  9965636
9944037  9965636
9977406  9998975
9977406  9998975
9977406  9998975
9977406  9998975
9977406  9998975
9977406  9998975
10010775  10032313
10010775  10032313
10010775  10032313
10010775  10032313
10044145  10065651
10044145  10065651
10044145  10065651
10044145  10065651
10044145  10065651
10044145  10065651
10077514  10098989
10077514  10098989
10077514  10098989
10077514  10098989
10077514  10098989
10077514  10098989
10110883  10132327
10110883  10132327
10110883  10132327
10110883  10132327
10144252  10165665
10144252  10165665
10144252  10165665
10144252  10165665
10177622  10199003
10177622  10199003
10177622  10199003
10177622  10199003
10177622  10199003
10210991  10232341
10210991  10232341
10210991  10232341
10210991  10232341
10210991  10232341
10210991  10232341
10244360  10265680
10244360  10265680
10244360  10265680
10244360  10265680
10277729  10299018
10277729  10299018
10277729  10299018
10277729  10299018
10277729  10299018
10311099  10332356
10311099  10332356
10311099  10332356
10311099  10332356
10311099  10332356
10344468  10365694
10344468  10365694
10344468  10365694
10344468  10365694
10344468  10365694
10344468  10365694
10377837  10399032
10377837  10399032
10377837  10399032
10411206  10432370
10411206  10432370
10411206  10432370
10411206  10432370
10411206  10432370
10411206  10432370
10444576  10465708
10444576  10465708
10444576  10465708
10444576  10465708
10477945  10499046
10477945  10499046
10477945  10499046
10477945  10499046
10477945  10499046
10477945  10499046
10511314  10532385
10511314  10532385
10511314  10532385
10511314  10532385
10544683  10565723
10544683  10565723
10544683  10565723
10544683  10565723
10544683  10565723
10578053  10599061
10578053  10599061
10578053  10599061
10578053  10599061
10611422  10632399
10611422  10632399
10611422  10632399
10611422  10632399
10611422  10632399
10644791  10665737
10644791  10665737
10644791  10665737
10644791  10665737
10644791  10665737
10678160  10699075
10678160  10699075
10678160  10699075
10678160  10699075
10711530  10732413
10711530  10732413
10711530  10732413
10711530  10732413
10711530  10732413
10711530  10732413
10744899  10765751
10744899  10765751
10744899  10765751
10744899  10765751
10778268  10799090
10778268  10799090
10778268  10799090
10778268  10799090
10778268  10799090
10811637  10832428
10811637  10832428
10811637  10832428
10811637  10832428
10811637  10832428
10845007  10865766
10845007  10865766
10845007  10865766
10845007  10865766
10845007  10865766
10845007  10865766
10845007  10865766
10878376  10899104
10878376  10899104
10878376  10899104
10878376  10899104
10878376  10899104
10878376  10899104
10911745  10932442
10911745  10932442
10911745  10932442
10911745  10932442
10911745  10932442
10911745  10932442
10945114  10965780
10945114  10965780
10945114  10965780
10978484  10999118
10978484  10999118
10978484  10999118
10978484  10999118
10978484  10999118
11011853  11032456
11011853  11032456
11011853  11032456
11011853  11032456
11011853  11032456
11011853  11032456
11045222  11065795
11045222  11065795
11045222  11065795
11045222  11065795
11078591  11099133
11078591  11099133
11078591  11099133
11078591  11099133
11111961  11132471
11111961  11132471
11111961  11132471
11111961  11132471
11111961  11132471
11111961  11132471
11145330  11165809
11145330  11165809
11145330  11165809
11145330  11165809
11178699  11199147
11178699  11199147
11178699  11199147
11178699  11199147
11178699  11199147
11212068  11232485
11212068  11232485
11212068  11232485
11212068  11232485
11245438  11265823
11245438  11265823
11245438  11265823
11245438  11265823
11245438  11265823
11278807  11299161
11278807  11299161
11278807  11299161
11278807  11299161
11312176  11332500
11312176  11332500
11312176  11332500
11312176  11332500
11312176  11332500
11312176  11332500
11345545  11365838
11345545  11365838
11345545  11365838
11345545  11365838
11378915  11399176
11378915  11399176
11378915  11399176
11378915  11399176
11378915  11399176
11412284  11432514
11412284  11432514
11412284  11432514
11412284  11432514
11445653  11465852
11445653  11465852
11445653  11465852
11445653  11465852
11445653  11465852
11479022  11499190
11479022  11499190
11479022  11499190
11479022  11499190
11479022  11499190
11512392  11532528
11512392  11532528
11512392  11532528
11512392  11532528
11512392  11532528
11545761  11565866
11545761  11565866
11545761  11565866
11545761  11565866
11545761  11565866
11545761  11565866
11579130  11599205
11579130  11599205
11579130  11599205
11579130  11599205
11579130  11599205
11579130  11599205
11612499  11632543
11612499  11632543
11612499  11632543
11612499  11632543
11612499  11632543
11645869  11665881
11645869  11665881
11645869  11665881
11645869  11665881
11645869  11665881
11679238  11699219
11679238  11699219
11679238  11699219
11679238  11699219
11712607  11732557
11712607  11732557
11712607  11732557
11712607  11732557
11712607  11732557
11745976  11765895
11745976  11765895
11745976  11765895
11745976  11765895
11745976  11765895
11779346  11799233
11779346  11799233
11779346  11799233
11779346  11799233
11812715  11832571
11812715  11832571
11812715  11832571
11812715  11832571
11812715  11832571
11812715  11832571
11846084  11865910
11846084  11865910
11846084  11865910
11846084  11865910
11846084  11865910
11879453  11899248
11879453  11899248
11879453  11899248
11879453  11899248
11879453  11899248
11879453  11899248
11912823  11932586
11912823  11932586
11912823  11932586
11912823  11932586
11912823  11932586
11946192  11965924
11946192  11965924
11946192  11965924
11946192  11965924
11946192  11965924
11946192  11965924
11946192  11965924
11979561  11999262
11979561  11999262
11979561  11999262
11979561  11999262
11979561  11999262
11979561  11999262
12012930  12032600
12012930  12032600
12012930  12032600
12012930  12032600
12046300  12065938
12046300  12065938
12046300  12065938
12046300  12065938
12046300  12065938
12079669  12099276
12079669  12099276
12079669  12099276
12079669  12099276
12079669  12099276
12113038  12132615
12113038  12132615
12113038  12132615
12146407  12165953
12146407  12165953
12146407  12165953
12146407  12165953
12146407  12165953
12146407  12165953
12179777  12199291
